id,institutionCode,collectionCode,ownerInstitutionCode,basisOfRecord,occurrenceID,catalogNumber,otherCatalogNumbers,higherClassification,kingdom,phylum,class,order,family,scientificName,taxonID,scientificNameAuthorship,genus,subgenus,specificEpithet,verbatimTaxonRank,infraspecificEpithet,cultivarEpithet,tradeName,taxonRank,identifiedBy,dateIdentified,identificationReferences,identificationRemarks,taxonRemarks,identificationQualifier,typeStatus,recordedBy,associatedCollectors,recordNumber,eventDate,eventDate2,year,month,day,startDayOfYear,endDayOfYear,verbatimEventDate,occurrenceRemarks,habitat,substrate,verbatimAttributes,behavior,vitality,fieldNumber,eventID,informationWithheld,dataGeneralizations,dynamicProperties,associatedOccurrences,associatedSequences,associatedTaxa,reproductiveCondition,establishmentMeans,cultivationStatus,lifeStage,sex,individualCount,samplingProtocol,preparations,locationID,continent,waterBody,islandGroup,island,country,countryCode,stateProvince,county,municipality,locality,locationRemarks,recordSecurity,securityReason,decimalLatitude,decimalLongitude,geodeticDatum,coordinateUncertaintyInMeters,verbatimCoordinates,georeferencedBy,georeferenceProtocol,georeferenceSources,georeferenceVerificationStatus,georeferenceRemarks,minimumElevationInMeters,maximumElevationInMeters,minimumDepthInMeters,maximumDepthInMeters,verbatimDepth,verbatimElevation,disposition,language,recordEnteredBy,modified,sourcePrimaryKey-dbpk,collID,recordID,references,
3792159,FSC,,,PreservedSpecimen,c83b8377-ed07-481c-967e-86e0572aef89,FSC0010444,,Organism|Plantae|Viridiplantae|Streptophyta|Embryophyta|Tracheophyta|Spermatophytina|Magnoliopsida|Rosanae|Brassicales|Brassicaceae|Raphanus,Plantae,Tracheophyta,Magnoliopsida,Brassicales,Brassicaceae,Raphanus raphanistrum,29701,L.,Raphanus,,raphanistrum,,,,,Species,,,,,,,,Chas. H. Quibell,,1674,3/17/53,,1953,3,17,76,,17-Mar-53,,Valley Grassld. area.,,,,,,,,,,,,,,,,,,,,,,North America,,,,United States,US,California,Fresno,,Fields along Hiway 41 just s. of pt. where rd. starts downgrade to San Joaquin R.,,0,,36.87135,-119.77546,WGS84,10000,,,,,,,107,,,,,350',,en,pawanpreetgill5,2/12/25 19:40,,38,c83b8377-ed07-481c-967e-86e0572aef89,https://cch2.org/portal/collections/individual/index.php?occid=3792159,https://cch2.org/portal/collections/individual/index.php?occid=3792159
3792176,FSC,,,PreservedSpecimen,2067929c-0abc-41ce-a8fc-2ba898690e69,FSC0010461,,Organism|Plantae|Viridiplantae|Streptophyta|Embryophyta|Tracheophyta|Spermatophytina|Magnoliopsida|Rosanae|Brassicales|Brassicaceae|Raphanus,Plantae,Tracheophyta,Magnoliopsida,Brassicales,Brassicaceae,Raphanus raphanistrum,29701,L.,Raphanus,,raphanistrum,,,,,Species,,,,,,,,Simon Simonian,,637,4/10/54,,1954,4,10,100,,10-Apr-54,Rare on crest of bank,Canal with water,,,,,,,,,,,,,,,,,,,,,,North America,,,,United States,US,California,Fresno,,Enterprise Canal. e-w sect. xing Sanger-academy Rd. at Gettysburg Ave. About 9 n. nw. of Centerville. Main Canal,,0,,36.80095,-119.55605,WGS84,800,,,,,,,,,,,,,,en,pawanpreetgill5,2/12/25 19:40,,38,2067929c-0abc-41ce-a8fc-2ba898690e69,https://cch2.org/portal/collections/individual/index.php?occid=3792176,https://cch2.org/portal/collections/individual/index.php?occid=3792176
3792168,FSC,,,PreservedSpecimen,42308214-3a3a-4b93-9d4c-8b487f25e3f0,FSC0010453,,Organism|Plantae|Viridiplantae|Streptophyta|Embryophyta|Tracheophyta|Spermatophytina|Magnoliopsida|Rosanae|Brassicales|Brassicaceae|Raphanus,Plantae,Tracheophyta,Magnoliopsida,Brassicales,Brassicaceae,Raphanus raphanistrum,29701,L.,Raphanus,,raphanistrum,,,,,Species,,,,,,,,Simon Simonian,,1953A,4/16/54,,1954,4,16,106,,16-Apr-54,Occasional,,,,,,,,,,,,,,,,,,,,,,,North America,,,,United States,US,California,Fresno,,"Forkner Ditch, e-2 sect. xing of Friant Rd. s. of Shepherd Ave. 1 1/2 m. ne of Pinedale. Fresno Irrigation District",,0,,36.86649,-119.77946,WGS84,1000,,,,,,,,,,,,,,en,pawanpreetgill5,2/12/25 19:40,,38,42308214-3a3a-4b93-9d4c-8b487f25e3f0,https://cch2.org/portal/collections/individual/index.php?occid=3792168,https://cch2.org/portal/collections/individual/index.php?occid=3792168
3792180,FSC,,,PreservedSpecimen,2a703fe9-5a7a-4eee-beb6-26a0122b3b13,FSC0010465,,Organism|Plantae|Viridiplantae|Streptophyta|Embryophyta|Tracheophyta|Spermatophytina|Magnoliopsida|Rosanae|Brassicales|Brassicaceae|Raphanus,Plantae,Tracheophyta,Magnoliopsida,Brassicales,Brassicaceae,Raphanus sativus,29702,L.,Raphanus,,sativus,,,,,Species,,,,,,,,Simon Simonian,,29140T,5/15/54,,1954,5,15,135,,15-May-54,rare; Plants of Canals and Ditches. Fresno Irrigation District.,Raphanus rare on outside sandy bank. Ditch with water.,,,,,,,,,,,,,,,,,,,,,,North America,,,,United States,US,California,Fresno,,"Thompson Canal. n-s sect. North & Bishop Aves. About 3 m se. of Kerman, Main Canal.",,0,,36.69184,-120.0065,WGS84,1000,,,,,,,,,,,,,,en,pawanpreetgill5,2/12/25 19:40,,38,2a703fe9-5a7a-4eee-beb6-26a0122b3b13,https://cch2.org/portal/collections/individual/index.php?occid=3792180,https://cch2.org/portal/collections/individual/index.php?occid=3792180
3792181,FSC,,,PreservedSpecimen,38bd5c7b-b622-4161-8446-ee3a65421793,FSC0010466,,Organism|Plantae|Viridiplantae|Streptophyta|Embryophyta|Tracheophyta|Spermatophytina|Magnoliopsida|Rosanae|Brassicales|Brassicaceae|Raphanus,Plantae,Tracheophyta,Magnoliopsida,Brassicales,Brassicaceae,Raphanus sativus,29702,L.,Raphanus,,sativus,,,,,Species,,,,,,,,Ray C. Reinhard,,,4/17/57,,1957,4,17,107,,17-Apr-57,abundant,"Quercus lobata and Rubus ursinus (flg) around meadow; Sonchus, Avena, Ranunculus californicus, Medicago hispida, etc., all flg. Open fairly large meadow, surrounded on east side by dense foliage. Meadow grassy and with humus, moist, more sandy soil.",,,,,,,,,,,,,,,,,,,,,,North America,,,,United States,US,California,Fresno,,"Ca 2 miles east of Centerville in river bottom between Kings Canyon Road and Trimmer Road, a meadow 20 yards east of Rio Vista Ave.",,0,,36.73912,-119.46995,WGS84,900,,,,,,,,,,,,,,en,pawanpreetgill5,2/12/25 19:40,,38,38bd5c7b-b622-4161-8446-ee3a65421793,https://cch2.org/portal/collections/individual/index.php?occid=3792181,https://cch2.org/portal/collections/individual/index.php?occid=3792181
3792167,FSC,,,PreservedSpecimen,dc4692bc-306f-4510-a2ca-4b9cdf0bcc70,FSC0010452,,Organism|Plantae|Viridiplantae|Streptophyta|Embryophyta|Tracheophyta|Spermatophytina|Magnoliopsida|Rosanae|Brassicales|Brassicaceae|Raphanus,Plantae,Tracheophyta,Magnoliopsida,Brassicales,Brassicaceae,Raphanus raphanistrum,29701,L.,Raphanus,,raphanistrum,,,,,Species,,,,,,,,T. Collins,,,5/1/59,,1959,5,1,121,,1-May-59,,"Canal ditch, cover typical of valley grassland with aven barbata rumex and achillea noticed as surrounding plants. South facing banks with plenty of sunshine and moisture.",,,,,,,,,,,,,,,,,,,,,,North America,,,,United States,US,California,Fresno,,Found on canal ditch one mile west of Clovis Avenue on North Avenue.,,0,,36.77813,-119.7866,WGS84,10000,,,,,,,,,,,,,,en,pawanpreetgill5,2/12/25 19:40,,38,dc4692bc-306f-4510-a2ca-4b9cdf0bcc70,https://cch2.org/portal/collections/individual/index.php?occid=3792167,https://cch2.org/portal/collections/individual/index.php?occid=3792167
3792191,FSC,,,PreservedSpecimen,e3e3cd81-fad8-4d90-a42a-7083abc2098e,FSC0010476,,Organism|Plantae|Viridiplantae|Streptophyta|Embryophyta|Tracheophyta|Spermatophytina|Magnoliopsida|Rosanae|Brassicales|Brassicaceae|Raphanus,Plantae,Tracheophyta,Magnoliopsida,Brassicales,Brassicaceae,Raphanus sativus,29702,L.,Raphanus,,sativus,,,,,Species,,,,,,,,N. Mastin,,60-15,6/19/60,,1960,6,19,171,,19-Jun-60,Fairly common; large specimens,Sandy soil; full sun.,,,,,,,,,,,,,,,,,,,,,,North America,,,,United States,US,California,San Luis Obispo,,2 miles south of Pismo Beach on west side of highway 101 on Sierra Hill.,,0,,35.129598,-120.609636,WGS84,1700,,kdpearso,,GeoLocate (CoGe),,"point on W side of Hwy 101 2 mi S(E) of Pismo Beach (on 101), error half the distance to center of Pismo Beach",61,,,,,200 ft.,,en,pawanpreetgill5,2/12/25 19:40,,38,e3e3cd81-fad8-4d90-a42a-7083abc2098e,https://cch2.org/portal/collections/individual/index.php?occid=3792191,https://cch2.org/portal/collections/individual/index.php?occid=3792191
3792169,FSC,,,PreservedSpecimen,173e682f-5612-43ce-b7a9-b23ecb0fdf90,FSC0010454,,Organism|Plantae|Viridiplantae|Streptophyta|Embryophyta|Tracheophyta|Spermatophytina|Magnoliopsida|Rosanae|Brassicales|Brassicaceae|Raphanus,Plantae,Tracheophyta,Magnoliopsida,Brassicales,Brassicaceae,Raphanus raphanistrum,29701,L.,Raphanus,,raphanistrum,,,,,Species,,,,,,,,Jake Krahn,,2950,5/7/64,,1964,5,7,128,,7-May-64,,"Vacant lot. Associated with a Brassica. Sandy, previously used for cultivation.",,,,,,,,,,,,,,,,,,,,,,North America,,,,United States,US,California,Fresno,,Growing on a vacant lot on the West side of Chestnut Avenue. Between Butler and Ventura Avenues.,,0,,36.7323,-119.74061,WGS84,500,,,,,,,107,,,,,350 feet,,en,pawanpreetgill5,2/12/25 19:40,,38,173e682f-5612-43ce-b7a9-b23ecb0fdf90,https://cch2.org/portal/collections/individual/index.php?occid=3792169,https://cch2.org/portal/collections/individual/index.php?occid=3792169
3792161,FSC,,,PreservedSpecimen,5ba5f1d4-ca88-40aa-83ad-5b46b4458c78,FSC0010446,,Organism|Plantae|Viridiplantae|Streptophyta|Embryophyta|Tracheophyta|Spermatophytina|Magnoliopsida|Rosanae|Brassicales|Brassicaceae|Raphanus,Plantae,Tracheophyta,Magnoliopsida,Brassicales,Brassicaceae,Raphanus raphanistrum,29701,L.,Raphanus,,raphanistrum,,,,,Species,,,,,,,,James Hodge,,19704,5/3/64,,1964,5,3,124,,3-May-64,,"at edge of cultivated field. On a hard packed sandy loam soil. Moisture none, in open area, with direct sunlight. Flt ground. Surrounding flora: Amsinkia intermedia, Brassica kaber.",,,,,,,,,,,,,,,,,,,,,,North America,,,,United States,US,California,Fresno,,"Copper Avenue 4 miles north of Fresno State College, at edge of cultivated field. One mile east of Willow Avenue.",,0,,36.82267,-119.53091,WGS84,2000,,,,,,,61,,,,,200 feet,,en,pawanpreetgill5,2/12/25 19:40,,38,5ba5f1d4-ca88-40aa-83ad-5b46b4458c78,https://cch2.org/portal/collections/individual/index.php?occid=3792161,https://cch2.org/portal/collections/individual/index.php?occid=3792161
3792174,FSC,,,PreservedSpecimen,f78c2dac-d9d0-4e0e-bed8-798f2982f1ae,FSC0010459,,Organism|Plantae|Viridiplantae|Streptophyta|Embryophyta|Tracheophyta|Spermatophytina|Magnoliopsida|Rosanae|Brassicales|Brassicaceae|Raphanus,Plantae,Tracheophyta,Magnoliopsida,Brassicales,Brassicaceae,Raphanus raphanistrum,29701,L.,Raphanus,,raphanistrum,,,,,Species,,,,,,,,Susan Walker,,64336,10/17/64,,1964,10,17,291,,17-Oct-64,Extremely common weed; this may possibly be a hybrid between R. raphanistrum and R. sativa.,"At this site it is associated with Melilotus, Chenopodium, Solanum, Verbascum, and various grasses and composites.",,,,,,,,,,,,,,,,,,,,,,North America,,,,United States,US,California,Sonoma,,"Off of a dirt road past a young vineyard on the righ-hand side of Highway 116, 0.5 mile east of Rio Nido.",,0,,38.50885,-122.94911,WGS84,4000,,,,,,,,,,,,,,en,pawanpreetgill5,2/12/25 19:40,,38,f78c2dac-d9d0-4e0e-bed8-798f2982f1ae,https://cch2.org/portal/collections/individual/index.php?occid=3792174,https://cch2.org/portal/collections/individual/index.php?occid=3792174
3792177,FSC,,,PreservedSpecimen,4354a178-ae71-477e-87b7-eb27f45422eb,FSC0010462,,Organism|Plantae|Viridiplantae|Streptophyta|Embryophyta|Tracheophyta|Spermatophytina|Magnoliopsida|Rosanae|Brassicales|Brassicaceae|Raphanus,Plantae,Tracheophyta,Magnoliopsida,Brassicales,Brassicaceae,Raphanus raphanistrum,29701,L.,Raphanus,,raphanistrum,,,,,Species,,,,,,,,Alma Toroian,,64,7/3/65,,1965,7,3,184,,3-Jul-65,Growing abundantly,with Raphanus sativus along roadside,,,,,,,,,,,,,,,,,,,,,,North America,,,,United States,US,California,Fresno,,Corner of Copper and Peach in Fresno.,,0,,36.89586,-119.72026,WGS84,300,,,,,,,91,,,,,300 feet,,en,pawanpreetgill5,2/12/25 19:40,,38,4354a178-ae71-477e-87b7-eb27f45422eb,https://cch2.org/portal/collections/individual/index.php?occid=3792177,https://cch2.org/portal/collections/individual/index.php?occid=3792177
3792166,FSC,,,PreservedSpecimen,cead92e4-218d-41be-a859-6b862a0a4c5d,FSC0010451,,Organism|Plantae|Viridiplantae|Streptophyta|Embryophyta|Tracheophyta|Spermatophytina|Magnoliopsida|Rosanae|Brassicales|Brassicaceae|Raphanus,Plantae,Tracheophyta,Magnoliopsida,Brassicales,Brassicaceae,Raphanus raphanistrum,29701,L.,Raphanus,,raphanistrum,,,,,Species,,,,,,,,Sharron Timmings,,25,3/26/65,,1965,3,26,85,,26-Mar-65,There were a few big plants of this species but far greater amounts of Amsinckia intermedia and Erodium Botrys.,The soil was a sandy loam; Amsinckia intermedia and Erodium Botrys.,,,,,,,,,,,,,,,,,,,,,,North America,,,,United States,US,California,Fresno,,found along the roadside off of fruit between Dakota and Ashlan,,0,,36.79006,-119.81756,WGS84,450,,,,,,,110,,,,,360 ft.,,en,pawanpreetgill5,2/12/25 19:40,,38,cead92e4-218d-41be-a859-6b862a0a4c5d,https://cch2.org/portal/collections/individual/index.php?occid=3792166,https://cch2.org/portal/collections/individual/index.php?occid=3792166
3792175,FSC,,,PreservedSpecimen,2f49dc78-c58d-461a-89a2-988a3b891e5b,FSC0010460,,Organism|Plantae|Viridiplantae|Streptophyta|Embryophyta|Tracheophyta|Spermatophytina|Magnoliopsida|Rosanae|Brassicales|Brassicaceae|Raphanus,Plantae,Tracheophyta,Magnoliopsida,Brassicales,Brassicaceae,Raphanus raphanistrum,29701,L.,Raphanus,,raphanistrum,,,,,Species,,,,,,,,Daniel Brown,,22178,5/22/65,,1965,5,22,142,,22-May-65,not real abundant,,,,,,,,,,,,,,,,,,,,,,,North America,,,,United States,US,California,Fresno,,This plant was found along ditch on Barstow Street just west of Fresno State College.,,0,,36.81548,-119.7464,WGS84,3000,,,,,,,30,,,,,100 feet,,en,pawanpreetgill5,2/12/25 19:40,,38,2f49dc78-c58d-461a-89a2-988a3b891e5b,https://cch2.org/portal/collections/individual/index.php?occid=3792175,https://cch2.org/portal/collections/individual/index.php?occid=3792175
3792163,FSC,,,PreservedSpecimen,badc456a-89a6-4224-a13b-4a634d35a8fa,FSC0010448,,Organism|Plantae|Viridiplantae|Streptophyta|Embryophyta|Tracheophyta|Spermatophytina|Magnoliopsida|Rosanae|Brassicales|Brassicaceae|Raphanus,Plantae,Tracheophyta,Magnoliopsida,Brassicales,Brassicaceae,Raphanus raphanistrum,29701,L.,Raphanus,,raphanistrum,,,,,Species,,,,,,,,Dennis Hill,,26,7/4/66,,1966,7,4,185,,4-Jul-66,Commonly,"Soil was dry and alkaline; in association with Trifolium, Medicago, Rumex, annual grasses.",,,,,,,,,,,,,,,,,,,,,,North America,,,,United States,US,California,Kings,,Collected at the corner of Twelfth and Fargo Avenues in Hanford. Growing on the northwest side of the intersection on the edge of the road and in the field itself.,,0,,36.35717,-119.67288,WGS84,100,,,,,,,76,,,,,250 feet.,,en,pawanpreetgill5,2/12/25 19:40,,38,badc456a-89a6-4224-a13b-4a634d35a8fa,https://cch2.org/portal/collections/individual/index.php?occid=3792163,https://cch2.org/portal/collections/individual/index.php?occid=3792163
3792184,FSC,,,PreservedSpecimen,59d76d12-5c07-4b03-ba98-739e1b47a6c5,FSC0010469,,Organism|Plantae|Viridiplantae|Streptophyta|Embryophyta|Tracheophyta|Spermatophytina|Magnoliopsida|Rosanae|Brassicales|Brassicaceae|Raphanus,Plantae,Tracheophyta,Magnoliopsida,Brassicales,Brassicaceae,Raphanus sativus,29702,L.,Raphanus,,sativus,,,,,Species,,,,,,,,Carole Sowers,,111,4/22/67,,1967,4,22,112,,22-Apr-67,Sparce.,"Growing in association with Oenothera micrantha, Lobularia maritima. Foothill woodland.",,,,,,,,,,,,,,,,,,,,,,North America,,,,United States,US,California,Los Angeles,,"Bradburry Road and Lemon Avenue, Monrovia.",,0,,34.14688,-117.98198,WGS84,100,,,,,,,488,,,,,1600 feet,,en,pawanpreetgill5,2/12/25 19:40,,38,59d76d12-5c07-4b03-ba98-739e1b47a6c5,https://cch2.org/portal/collections/individual/index.php?occid=3792184,https://cch2.org/portal/collections/individual/index.php?occid=3792184
3792172,FSC,,,PreservedSpecimen,c1345cc4-2462-4801-9795-4f5d8a8ea893,FSC0010457,,Organism|Plantae|Viridiplantae|Streptophyta|Embryophyta|Tracheophyta|Spermatophytina|Magnoliopsida|Rosanae|Brassicales|Brassicaceae|Raphanus,Plantae,Tracheophyta,Magnoliopsida,Brassicales,Brassicaceae,Raphanus raphanistrum,29701,L.,Raphanus,,raphanistrum,,,,,Species,,,,,,,,Jonh Shive,,67-051,4/2/67,,1967,4,2,92,,2-Apr-67,Abundant,"Ditch bank; In valley grassland vegetation. Soil: dansy loam; Associated with Amsinckia intermedia, Calandrinia ciliata, Stellaria media.",,,,,,,,,,,,,,,,,,,,,,North America,,,,United States,US,California,Fresno,,Near the corner of Shaw and Fowler Avenues.,,0,,36.80858,-119.682,WGS84,500,,,,,,,91,,,,,300 feet.,,en,pawanpreetgill5,2/12/25 19:40,,38,c1345cc4-2462-4801-9795-4f5d8a8ea893,https://cch2.org/portal/collections/individual/index.php?occid=3792172,https://cch2.org/portal/collections/individual/index.php?occid=3792172
3792162,FSC,,,PreservedSpecimen,971745e5-c100-432b-b383-f0e9b494584a,FSC0010447,,Organism|Plantae|Viridiplantae|Streptophyta|Embryophyta|Tracheophyta|Spermatophytina|Magnoliopsida|Rosanae|Brassicales|Brassicaceae|Raphanus,Plantae,Tracheophyta,Magnoliopsida,Brassicales,Brassicaceae,Raphanus raphanistrum,29701,L.,Raphanus,,raphanistrum,,,,,Species,,,,,,,,John Shive,,68007,2/21/68,,1968,2,21,52,,21-Feb-68,Found abundantly in patches; Chromosome number determined to be N = 9.,"On west facing slope; Soil type, Dark loam with much humus. Valley grassland.; Associated species: Brassica geniculata, Trifolium sp., Lupinus sp.",,,,,,,,,,,,,,,,,,,,,,North America,,,,United States,US,California,Los Angeles,,"Corner of Big Rock Drive and Pinnacle Way, just south of Malibu, 1 /2 mile from ocean.",,0,,34.04127,-118.61934,WGS84,150,,,,,,,30,,,,,100 feet,,en,pawanpreetgill5,2/12/25 19:40,,38,971745e5-c100-432b-b383-f0e9b494584a,https://cch2.org/portal/collections/individual/index.php?occid=3792162,https://cch2.org/portal/collections/individual/index.php?occid=3792162
3792164,FSC,,,PreservedSpecimen,21d75a09-864b-4be8-a2c5-b7ea8d83c07c,FSC0010449,,Organism|Plantae|Viridiplantae|Streptophyta|Embryophyta|Tracheophyta|Spermatophytina|Magnoliopsida|Rosanae|Brassicales|Brassicaceae|Raphanus,Plantae,Tracheophyta,Magnoliopsida,Brassicales,Brassicaceae,Raphanus raphanistrum,29701,L.,Raphanus,,raphanistrum,,,,,Species,,,,,,,,Jerry L. Casey,,68017,2/29/68,,1968,2,29,60,,29-Feb-68,rare in this location,growing in decomposed granite in lower edge of foothill woodland. associated with Amsinckia intermedia and Thysanocarpus curvipes.,,,,,,,,,,,,,,,,,,,,,,North America,,,,United States,US,California,Fresno,,"Along Auberry Road, 1 mile E. of junction with Millerton Road.",,0,,36.975,-119.61285,WGS84,2000,,,,,,,213,,,,,700 ft.,,en,pawanpreetgill5,2/12/25 19:40,,38,21d75a09-864b-4be8-a2c5-b7ea8d83c07c,https://cch2.org/portal/collections/individual/index.php?occid=3792164,https://cch2.org/portal/collections/individual/index.php?occid=3792164
3792187,FSC,,,PreservedSpecimen,dcd328f6-aa0e-4569-8728-886dd883dc28,FSC0010472,,Organism|Plantae|Viridiplantae|Streptophyta|Embryophyta|Tracheophyta|Spermatophytina|Magnoliopsida|Rosanae|Brassicales|Brassicaceae|Raphanus,Plantae,Tracheophyta,Magnoliopsida,Brassicales,Brassicaceae,Raphanus sativus,29702,L.,Raphanus,,sativus,,,,,Species,,,,,,,,Beverly Fosterman,,63,4/8/73,,1973,4,8,98,,8-Apr-73,,in coastal strand. Sandy loam soil. Associated with Orthocarpus purpurascens.,,,,,,,,,,,,,,,,,,,,,,North America,,,,United States,US,California,Santa Barbara,,"About 15 miles north west of University of California, Santa Barbara, near the coast by the intersection of Del Playa Drive and Camine Majorca",,0,,34.40983,-119.86997,WGS84,350,,,,,,,10,,,,,33 ft.,,en,pawanpreetgill5,2/12/25 19:40,,38,dcd328f6-aa0e-4569-8728-886dd883dc28,https://cch2.org/portal/collections/individual/index.php?occid=3792187,https://cch2.org/portal/collections/individual/index.php?occid=3792187
3792195,FSC,,,PreservedSpecimen,254059f7-1f7b-40cc-8ca3-70908d5f7da0,FSC0010480,,Organism|Plantae|Viridiplantae|Streptophyta|Embryophyta|Tracheophyta|Spermatophytina|Magnoliopsida|Rosanae|Brassicales|Brassicaceae|Raphanus,Plantae,Tracheophyta,Magnoliopsida,Brassicales,Brassicaceae,Raphanus sativus,29702,L.,Raphanus,,sativus,,,,,Species,,,,,,,,Bob Round,,23,3/18/74,,1974,3,18,77,,18-Mar-74,,Valley grassland plant community at Teague and Willow road. In loam soil. Associated with Stellaria media L.,,,,,,,,,,,,,,,,,,,,,,North America,,,,United States,US,California,Fresno,,in a valley grassland plant community at Teague and Willow road,,0,,36.85958,-119.72984,WGS84,200,,,,,,,91,,,,,300 feet,,en,pawanpreetgill5,2/12/25 19:40,,38,254059f7-1f7b-40cc-8ca3-70908d5f7da0,https://cch2.org/portal/collections/individual/index.php?occid=3792195,https://cch2.org/portal/collections/individual/index.php?occid=3792195
3792183,FSC,,,PreservedSpecimen,33c5ce72-e680-4c5a-8aa1-1c17dcfc3034,FSC0010468,,Organism|Plantae|Viridiplantae|Streptophyta|Embryophyta|Tracheophyta|Spermatophytina|Magnoliopsida|Rosanae|Brassicales|Brassicaceae|Raphanus,Plantae,Tracheophyta,Magnoliopsida,Brassicales,Brassicaceae,Raphanus sativus,29702,L.,Raphanus,,sativus,,,,,Species,,,,,,,,Rod Anderson,,27,3/12/74,,1974,3,12,71,,12-Mar-74,,"Valley Grassland. Other species in area Amsinkia, Plagiobothrys, Lupinus, and grasses.",,,,,,,,,,,,,,,,,,,,,,North America,,,,United States,US,California,Fresno,,Found at the corner of Shaw and Academy.,,0,,36.80814,-119.55586,WGS84,300,,,,,,,122,,,,,400 feet,,en,pawanpreetgill5,2/12/25 19:40,,38,33c5ce72-e680-4c5a-8aa1-1c17dcfc3034,https://cch2.org/portal/collections/individual/index.php?occid=3792183,https://cch2.org/portal/collections/individual/index.php?occid=3792183
3792170,FSC,,,PreservedSpecimen,07fc4f60-e2c4-46ec-b361-72c391ce5f6b,FSC0010455,,Organism|Plantae|Viridiplantae|Streptophyta|Embryophyta|Tracheophyta|Spermatophytina|Magnoliopsida|Rosanae|Brassicales|Brassicaceae|Raphanus,Plantae,Tracheophyta,Magnoliopsida,Brassicales,Brassicaceae,Raphanus raphanistrum,29701,L.,Raphanus,,raphanistrum,,,,,Species,,,,,,,,Bob Round,,35,3/28/74,,1974,3,28,87,,28-Mar-74,Common,"Valley Grassland plant community, sandy loam soil, in association with Poa annua",,,,,,,,,,,,,,,,,,,,,,North America,,,,United States,US,California,Fresno,,Plant Community at Cedar and Herndon Avenue,,0,,36.83739,-119.75426,WGS84,300,,,,,,,,,,,,,,en,pawanpreetgill5,2/12/25 19:40,,38,07fc4f60-e2c4-46ec-b361-72c391ce5f6b,https://cch2.org/portal/collections/individual/index.php?occid=3792170,https://cch2.org/portal/collections/individual/index.php?occid=3792170
3792198,FSC,,,PreservedSpecimen,caaba2e7-48c8-41c2-ac7c-d12c9cf8c9b0,FSC0010483,,Organism|Plantae|Viridiplantae|Streptophyta|Embryophyta|Tracheophyta|Spermatophytina|Magnoliopsida|Rosanae|Brassicales|Brassicaceae|Raphanus,Plantae,Tracheophyta,Magnoliopsida,Brassicales,Brassicaceae,Raphanus sativus,29702,L.,Raphanus,,sativus,,,,,Species,,,,,,,,Peggy Smith; Joyce H. Hall,,#002-74,1/25/74,,1974,1,25,25,,25-Jan-74,common and abundant,Valley grassland with sandy loam at 325 ft; associated species are Erodium es. and annual grasses,,,,,,,,,,,,,,,,,,,,,,North America,,,,United States,US,California,Fresno,,Lost Lake Park along the east boundary fence north of entrance.,,0,,36.96866,-119.72434,WGS84,2500,,,,,,,99,,,,,325 ft.,,en,pawanpreetgill5,2/12/25 19:40,,38,caaba2e7-48c8-41c2-ac7c-d12c9cf8c9b0,https://cch2.org/portal/collections/individual/index.php?occid=3792198,https://cch2.org/portal/collections/individual/index.php?occid=3792198
3792190,FSC,,,PreservedSpecimen,90a52b72-a23f-4a68-aeef-5de8b3bc8787,FSC0010475,,Organism|Plantae|Viridiplantae|Streptophyta|Embryophyta|Tracheophyta|Spermatophytina|Magnoliopsida|Rosanae|Brassicales|Brassicaceae|Raphanus,Plantae,Tracheophyta,Magnoliopsida,Brassicales,Brassicaceae,Raphanus sativus,29702,L.,Raphanus,,sativus,,,,,Species,,,,,,,,Stephanie Yakura,,20,4/21/80,,1980,4,21,112,,21-Apr-80,Abundantly scattered population,In empty lot. Associated species: Erodium sp. and Bromus sp.,,,,,,,,,,,,,,,,,,,,,,North America,,,,United States,US,California,Tulare,,"Collected on the northeast corner of Caldwell and County Center, Visalia",,0,,36.29884,-119.32203,WGS84,100,,,,,,,,,,,,,,en,pawanpreetgill5,2/12/25 19:40,,38,90a52b72-a23f-4a68-aeef-5de8b3bc8787,https://cch2.org/portal/collections/individual/index.php?occid=3792190,https://cch2.org/portal/collections/individual/index.php?occid=3792190
3792194,FSC,,,PreservedSpecimen,b22b411d-4a67-4140-867b-59b0054b43a3,FSC0010479,,Organism|Plantae|Viridiplantae|Streptophyta|Embryophyta|Tracheophyta|Spermatophytina|Magnoliopsida|Rosanae|Brassicales|Brassicaceae|Raphanus,Plantae,Tracheophyta,Magnoliopsida,Brassicales,Brassicaceae,Raphanus sativus,29702,L.,Raphanus,,sativus,,,,,Species,,,,,,,,Kay Woods,,,4/16/84,,1984,4,16,107,,16-Apr-84,,"Coastal chaparral; In sandy soil along with Eriophyllum App., Brassica Spp., Bromus Spp.",,,,,,,,,,,,,,,,,,,,,,North America,,,,United States,US,California,Fresno,,On Montana de Oro bench above bluff at cove.,,0,,35.27447,-120.89102,WGS84,400,,,,,,,23,,,,,75',,en,pawanpreetgill5,2/12/25 19:40,,38,b22b411d-4a67-4140-867b-59b0054b43a3,https://cch2.org/portal/collections/individual/index.php?occid=3792194,https://cch2.org/portal/collections/individual/index.php?occid=3792194
